disasterNumber,declarationDate,disasterType,incidentType,title,region,state,hmgpCloseoutStatus,hmgpReconciliationDate,hmgpPopEndDate,obligatedTotalAmount,obligatedInitiativeAmount,obligatedPlanningAmount,obligatedRegularAmount,obligatedRecipientAdmin,obligatedSubrecipientAdmin,obligatedRecipientMgmtAmt,pendingProjectsQuantity,formattedDate,formattedyear
5185,2017-06-18 00:00:00+00:00,FM,Fire,BRIAN HEAD FIRE,8,Utah,Closed,2024-05-21T00:00:00.000Z,,2023621.49,104775.12,0.0,1901755.46,0.0,0.0,17090.91,0.0,June 2017,2017
4047,2011-11-23 00:00:00+00:00,DR,Flood,FLOODING,6,New Mexico,Closed,2020-03-25T00:00:00.000Z,,482423.45,82757.61,151281.22,49001.89,0.0,0.0,199382.73,0.0,November 2011,2011
5272,2018-08-12 00:00:00+00:00,FM,Fire,VINEYARD FIRE,8,South Dakota,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,August 2018,2018
4709,2023-04-27 00:00:00+00:00,DR,Flood,"SEVERE STORMS, TORNADOES, AND FLOODING",4,Florida,Open,,,623095.65,0.0,0.0,508040.25,0.0,0.0,81191.21,3.0,April 2023,2023
1566,2004-10-07 00:00:00+00:00,DR,Hurricane,TROPICAL STORM FRANCES,4,South Carolina,Closed,2011-11-02T00:00:00.000Z,,213494.0,30598.0,0.0,122178.0,1094.0,5482.0,54142.0,0.0,October 2004,2004
1543,2004-09-01 00:00:00+00:00,DR,Hurricane,HURRICANE CHARLEY,4,South Carolina,Closed,2011-11-02T00:00:00.000Z,2009-08-20T00:00:00.000Z,120370.0,12304.0,0.0,57918.0,2039.0,2809.0,45300.0,0.0,September 2004,2004
1923,2010-07-14 00:00:00+00:00,DR,Flood,FLOODING,8,Wyoming,Closed,2015-08-04T00:00:00.000Z,,64912.0,28923.0,18563.0,0.0,0.0,0.0,17426.0,0.0,July 2010,2010
5277,2018-09-21 00:00:00+00:00,FM,Fire,BALD MOUNTAIN FIRE,8,Utah,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,September 2018,2018
4309,2017-04-21 00:00:00+00:00,DR,Flood,"SEVERE WINTER STORMS, FLOODING, LANDSLIDES,  MUDSLIDES",10,Washington,Open,,,6154200.0,0.0,408000.0,5445441.0,0.0,0.0,300759.0,1.0,April 2017,2017
4317,2017-06-02 00:00:00+00:00,DR,Flood,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS AND FLOODING",7,Missouri,Closed,2022-05-31T00:00:00.000Z,2918-12-27T00:00:00.000Z,17801245.73,271067.75,844694.0,15916836.15,0.0,0.0,768647.83,0.0,June 2017,2017
4360,2018-04-17 00:00:00+00:00,DR,Flood,"SEVERE STORMS, LANDSLIDES, AND MUDSLIDES",5,Ohio,Open,,,13990683.79,0.0,658615.93,12120478.25,0.0,0.0,755512.0,7.0,April 2018,2018
4012,2011-08-12 00:00:00+00:00,DR,Flood,FLOODING,7,Missouri,Closed,2016-12-16T00:00:00.000Z,2017-03-16T00:00:00.000Z,6470493.0,0.0,12000.0,6428810.0,0.0,0.0,29683.0,0.0,August 2011,2011
5323,2020-07-28 00:00:00+00:00,FM,Fire,ANGLIN FIRE,10,Washington,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,July 2020,2020
5330,2020-08-17 00:00:00+00:00,FM,Fire,NORTH BROWNSTOWN FIRE,10,Washington,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,August 2020,2020
5337,2020-08-20 00:00:00+00:00,FM,Fire,PALMER FIRE,10,Washington,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,August 2020,2020
5342,2020-09-01 00:00:00+00:00,FM,Fire,EVANS CANYON FIRE,10,Washington,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,September 2020,2020
5351,2020-09-07 00:00:00+00:00,FM,Fire,COLD SPRINGS/PEARL HILL FIRE,10,Washington,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,September 2020,2020
5352,2020-09-07 00:00:00+00:00,FM,Fire,APPLE ACRES FIRE,10,Washington,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,September 2020,2020
5355,2020-09-08 00:00:00+00:00,FM,Fire,BABB FIRE,10,Washington,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,September 2020,2020
5359,2020-09-09 00:00:00+00:00,FM,Fire,BORDEAUX ROAD FIRE,10,Washington,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,September 2020,2020
5360,2020-09-09 00:00:00+00:00,FM,Fire,SUMNER GRADE FIRE,10,Washington,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,September 2020,2020
5187,2017-06-28 00:00:00+00:00,FM,Fire,SOUTH WENAS FIRE,10,Washington,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,June 2017,2017
5455,2022-09-10 00:00:00+00:00,FM,Fire,BOLT CREEK FIRE,10,Washington,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,September 2022,2022
4152,2013-10-29 00:00:00+00:00,DR,Flood,"SEVERE STORMS, FLOODING, AND MUDSLIDES",6,New Mexico,Closed,2021-04-15T00:00:00.000Z,,1979409.38,292851.04,273986.21,1119369.0,0.0,0.0,293203.13,0.0,October 2013,2013
1936,2010-09-13 00:00:00+00:00,DR,Flood,SEVERE STORMS AND FLOODING,6,New Mexico,Closed,2017-07-18T00:00:00.000Z,,209530.0,68819.0,70500.0,70211.0,0.0,0.0,0.0,0.0,September 2010,2010
5241,2018-06-11 00:00:00+00:00,FM,Fire,BADGER CREEK FIRE,8,Wyoming,Closed,2022-10-25T00:00:00.000Z,,694896.49,0.0,0.0,656249.24,0.0,0.0,38647.25,0.0,June 2018,2018
4227,2015-07-07 00:00:00+00:00,DR,Flood,SEVERE STORMS AND FLOODING,8,Wyoming,Closed,2021-07-06T00:00:00.000Z,,634097.65,0.0,35996.27,569856.15,0.0,0.0,28245.23,0.0,July 2015,2015
5115,2015-10-11 00:00:00+00:00,FM,Fire,STATION FIRE,8,Wyoming,Closed,2019-12-31T00:00:00.000Z,,8689.8,0.0,0.0,0.0,0.0,0.0,8689.8,0.0,October 2015,2015
4023,2011-09-02 00:00:00+00:00,DR,Hurricane,TROPICAL STORM IRENE,1,Connecticut,Closed,2022-06-22T00:00:00.000Z,,7392909.62,307117.0,428583.0,6227419.62,0.0,0.0,429790.0,0.0,September 2011,2011
5234,2018-04-14 00:00:00+00:00,FM,Fire,335 FIRE,6,Texas,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,April 2018,2018
5235,2018-04-18 00:00:00+00:00,FM,Fire,MCCLELLAN FIRE,6,Texas,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,April 2018,2018
5258,2018-07-23 00:00:00+00:00,FM,Fire,259 FIRE,6,Texas,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,July 2018,2018
5264,2018-07-29 00:00:00+00:00,FM,Fire,PARK ROAD FIRE,6,Texas,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,July 2018,2018
1648,2006-06-05 00:00:00+00:00,DR,Flood,FLOODING,5,Minnesota,Closed,2012-04-16T00:00:00.000Z,,375402.0,0.0,22500.0,342486.0,539.0,9877.0,0.0,0.0,June 2006,2006
1900,2010-04-19 00:00:00+00:00,DR,Flood,FLOODING,5,Minnesota,Closed,2016-08-17T00:00:00.000Z,,1807555.0,56808.0,67189.0,1590592.0,0.0,0.0,92966.0,0.0,April 2010,2010
5391,2021-06-10 00:00:00+00:00,FM,Fire,PACK CREEK FIRE,8,Utah,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,June 2021,2021
5408,2021-08-14 00:00:00+00:00,FM,Fire,PARLEYS CANYON FIRE,8,Utah,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,August 2021,2021
5206,2017-09-05 00:00:00+00:00,FM,Fire,UINTAH FIRE,8,Utah,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,September 2017,2017
5267,2018-08-06 00:00:00+00:00,FM,Fire,HILLTOP FIRE,8,Utah,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,August 2018,2018
5318,2020-06-28 00:00:00+00:00,FM,Fire,KNOLLS FIRE,8,Utah,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,June 2020,2020
5321,2020-07-13 00:00:00+00:00,FM,Fire,VEYO WEST FIRE,8,Utah,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,July 2020,2020
4182,2014-07-21 00:00:00+00:00,DR,Flood,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES",5,Minnesota,Closed,2021-10-13T00:00:00.000Z,,6052490.1,0.0,297708.0,5453896.69,0.0,0.0,300885.41,0.0,July 2014,2014
5180,2017-04-22 00:00:00+00:00,FM,Fire,INDIAN LAKE ESTATES FIRE,4,Florida,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,April 2017,2017
5179,2017-04-22 00:00:00+00:00,FM,Fire,LEHIGH ACRES (ANNA AVE. N.) FIRE,4,Florida,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,April 2017,2017
4027,2011-09-03 00:00:00+00:00,DR,Hurricane,TROPICAL STORM IRENE,1,Rhode Island,Closed,2020-01-29T00:00:00.000Z,,912225.58,60441.0,93217.33,679891.25,0.0,0.0,78676.0,0.0,September 2011,2011
5176,2017-03-06 00:00:00+00:00,FM,Fire,COMANCHE COUNTY FIRE,7,Kansas,Closed,2021-06-03T00:00:00.000Z,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,March 2017,2017
5173,2017-03-06 00:00:00+00:00,FM,Fire,FORD COUNTY FIRE COMPLEX,7,Kansas,Closed,2021-06-03T00:00:00.000Z,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,March 2017,2017
5171,2017-03-06 00:00:00+00:00,FM,Fire,CLARK COUNTY FIRE,7,Kansas,Closed,2021-06-03T00:00:00.000Z,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,March 2017,2017
5172,2017-03-06 00:00:00+00:00,FM,Fire,ELLSWORTH-LINCOLN-RUSSELL FIRE COMPLEX,7,Kansas,Closed,2021-06-03T00:00:00.000Z,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,March 2017,2017
5175,2017-03-06 00:00:00+00:00,FM,Fire,ROOKS COUNTY FIRE,7,Kansas,Closed,2021-06-03T00:00:00.000Z,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,March 2017,2017
5266,2018-08-04 00:00:00+00:00,FM,Fire,ANGEL SPRINGS FIRE,10,Washington,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,August 2018,2018
5398,2021-07-14 00:00:00+00:00,FM,Fire,RED APPLE FIRE,10,Washington,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,July 2021,2021
5397,2021-07-13 00:00:00+00:00,FM,Fire,CHUWEAH CREEK FIRE,10,Washington,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,July 2021,2021
5401,2021-07-20 00:00:00+00:00,FM,Fire,CEDAR CREEK FIRE,10,Washington,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,July 2021,2021
5410,2021-08-16 00:00:00+00:00,FM,Fire,MUCKAMUCK FIRE,10,Washington,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,August 2021,2021
5411,2021-08-16 00:00:00+00:00,FM,Fire,FORD CORKSCREW FIRE,10,Washington,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,August 2021,2021
5414,2021-08-18 00:00:00+00:00,FM,Fire,TWENTYFIVE MILE FIRE,10,Washington,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,August 2021,2021
5415,2021-08-19 00:00:00+00:00,FM,Fire,SCHNEIDER SPRINGS FIRE,10,Washington,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,August 2021,2021
5200,2017-09-02 00:00:00+00:00,FM,Fire,JOLLY MOUNTAIN FIRE,10,Washington,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,September 2017,2017
5253,2018-07-10 00:00:00+00:00,FM,Fire,RYEGRASS COULEE FIRE,10,Washington,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,July 2018,2018
5254,2018-07-17 00:00:00+00:00,FM,Fire,UPRIVER BEACON FIRE,10,Washington,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,July 2018,2018
5257,2018-07-20 00:00:00+00:00,FM,Fire,BUCKSHOT FIRE,10,Washington,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,July 2018,2018
5261,2018-07-28 00:00:00+00:00,FM,Fire,CHELAN HILLS FIRE,10,Washington,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,July 2018,2018
5273,2018-08-13 00:00:00+00:00,FM,Fire,BOYD'S FIRE,10,Washington,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,August 2018,2018
5271,2018-08-12 00:00:00+00:00,FM,Fire,GRASS VALLEY FIRE,10,Washington,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,August 2018,2018
5270,2018-08-11 00:00:00+00:00,FM,Fire,COUGAR CREEK FIRE,10,Washington,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,August 2018,2018
5269,2018-08-11 00:00:00+00:00,FM,Fire,HAWK FIRE,10,Washington,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,August 2018,2018
4384,2018-08-17 00:00:00+00:00,DR,Flood,FLOODING,10,Washington,Closed,2020-03-09T00:00:00.000Z,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,August 2018,2018
5375,2020-09-26 00:00:00+00:00,FM,Fire,MULLEN FIRE,8,Wyoming,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,September 2020,2020
5240,2018-06-08 00:00:00+00:00,FM,Fire,SOLDIER CANYON FIRE,6,New Mexico,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,June 2018,2018
5465,2023-05-10 00:00:00+00:00,FM,Fire,LAS TUSAS FIRE,6,New Mexico,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,May 2023,2023
