disasterNumber,declarationDate,disasterType,incidentType,title,region,state,hmgpCloseoutStatus,hmgpReconciliationDate,hmgpPopEndDate,obligatedTotalAmount,obligatedInitiativeAmount,obligatedPlanningAmount,obligatedRegularAmount,obligatedRecipientAdmin,obligatedSubrecipientAdmin,obligatedRecipientMgmtAmt,pendingProjectsQuantity,formattedDate,formattedyear
5541,2024-10-06 00:00:00+00:00,FM,Fire,ELK HORN FIRE,8,North Dakota,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,October 2024,2024
5466,2023-06-28 00:00:00+00:00,FM,Fire,DIAMOND FIRE,9,Arizona,Open,,,211130.97,0.0,56250.0,145200.97,0.0,0.0,0.0,2.0,June 2023,2023
4828,2024-09-28 00:00:00+00:00,DR,Hurricane,HURRICANE HELENE,4,Florida,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,September 2024,2024
4834,2024-10-11 00:00:00+00:00,DR,Hurricane,HURRICANE MILTON ,4,Florida,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,October 2024,2024
1902,2010-04-21 00:00:00+00:00,DR,Flood,"SEVERE STORMS, ICE JAMS, AND FLOODING",7,Nebraska,Closed,2015-03-10T00:00:00.000Z,,23471.0,12221.0,11250.0,0.0,0.0,0.0,0.0,0.0,April 2010,2010
5508,2024-07-13 00:00:00+00:00,FM,Fire,WATCH FIRE,9,Arizona,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,July 2024,2024
4460,2019-09-13 00:00:00+00:00,DR,Flood,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",6,Arkansas,Open,,,840380.09,36000.0,50871.0,639519.0,0.0,0.0,93990.09,0.0,September 2019,2019
4217,2015-05-01 00:00:00+00:00,DR,Flood,"SEVERE STORMS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES",4,Kentucky,Closed,2024-07-16T00:00:00.000Z,,2548681.35,124971.79,80813.87,2174803.69,0.0,0.0,168092.0,0.0,May 2015,2015
4627,2021-10-24 00:00:00+00:00,DR,Hurricane,REMNANTS OF HURRICANE IDA,3,Delaware,Open,,,602448.42,0.0,45875.0,457949.7,0.0,0.0,70633.46,0.0,October 2021,2021
5501,2024-06-28 00:00:00+00:00,FM,Fire,BOULDER VIEW FIRE,9,Arizona,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,June 2024,2024
5086,2015-06-17 00:00:00+00:00,FM,Fire,KEARNY RIVER FIRE,9,Arizona,Closed,2021-10-18T00:00:00.000Z,,144710.56,11966.84,0.0,116549.72,0.0,0.0,16194.0,0.0,June 2015,2015
4726,2023-08-12 00:00:00+00:00,DR,Flood,FLOODING,8,Montana,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,August 2023,2023
4717,2023-07-05 00:00:00+00:00,DR,Flood,FLOODING,8,North Dakota,Open,,,597376.5,0.0,0.0,597376.5,0.0,0.0,0.0,0.0,July 2023,2023
4407,2018-11-12 00:00:00+00:00,DR,Fire,WILDFIRES,9,California,Open,,,160359175.51,5678314.94,3541123.87,133591032.5,0.0,0.0,13111887.94,45.0,November 2018,2018
4190,2014-08-19 00:00:00+00:00,DR,Flood,SEVERE STORMS AND FLOODING,8,North Dakota,Closed,2017-09-13T00:00:00.000Z,,268862.0,16054.0,10588.0,226417.0,0.0,0.0,15803.0,0.0,August 2014,2014
5095,2015-08-09 00:00:00+00:00,FM,Fire,WILLOW FIRE,9,Arizona,Closed,2021-10-18T00:00:00.000Z,,290927.42,6516.72,22897.0,245319.7,0.0,0.0,16194.0,0.0,August 2015,2015
4017,2011-08-27 00:00:00+00:00,DR,Hurricane,HURRICANE IRENE,2,Puerto Rico,Closed,2022-07-29T00:00:00.000Z,,9668782.0,480586.0,446771.0,8197289.0,0.0,0.0,544136.0,0.0,August 2011,2011
4814,2024-08-29 00:00:00+00:00,DR,Flood,"SEVERE STORM, TORNADOES, AND FLOODING",2,New York,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,August 2024,2024
4118,2013-05-29 00:00:00+00:00,DR,Flood,FLOODING,8,North Dakota,Closed,2018-06-12T00:00:00.000Z,,734810.0,45963.0,56444.0,583360.0,0.0,0.0,49043.0,0.0,May 2013,2013
4013,2011-08-12 00:00:00+00:00,DR,Flood,FLOODING,7,Nebraska,Closed,2021-04-15T00:00:00.000Z,2019-08-12T00:00:00.000Z,14976650.61,812482.0,948767.0,13072615.06,0.0,0.0,142786.55,0.0,August 2011,2011
4095,2012-11-28 00:00:00+00:00,DR,Hurricane,HURRICANE SANDY,1,New Hampshire,Closed,2017-10-12T00:00:00.000Z,,158765.0,0.0,0.0,149212.0,0.0,0.0,9553.0,0.0,November 2012,2012
4740,2023-09-14 00:00:00+00:00,DR,Flood,SEVERE STORMS AND FLOODING,1,New Hampshire,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,September 2023,2023
5462,2023-04-09 00:00:00+00:00,FM,Fire,WACONDA-BEAVER LAKE FIRE COMPLEX,7,Nebraska,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,April 2023,2023
4006,2011-07-22 00:00:00+00:00,DR,Flood,SEVERE STORMS AND FLOODING,1,New Hampshire,Closed,2019-06-12T00:00:00.000Z,,148547.19,0.0,0.0,141118.5,0.0,0.0,7428.69,0.0,July 2011,2011
4202,2014-11-05 00:00:00+00:00,DR,Flood,SEVERE STORMS AND FLOODING,9,Nevada,Closed,2022-12-16T00:00:00.000Z,,570570.04,0.0,0.0,553694.47,0.0,0.0,16875.57,0.0,November 2014,2014
4738,2023-09-07 00:00:00+00:00,DR,Hurricane,HURRICANE IDALIA,4,Georgia,Open,,,933076.1,0.0,680871.75,0.0,0.0,0.0,206916.25,2.0,September 2023,2023
4611,2021-08-29 00:00:00+00:00,DR,Hurricane,HURRICANE IDA,6,Louisiana,Open,,,27140331.88,2993050.1,2020860.0,11035990.93,0.0,0.0,10310232.0,176.0,August 2021,2021
5544,2024-10-30 00:00:00+00:00,FM,Fire,NORTH ROAD FIRE,6,Oklahoma,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,October 2024,2024
5497,2024-06-17 00:00:00+00:00,FM,Fire,SOUTH FORK FIRE,6,New Mexico,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,June 2024,2024
5457,2023-01-27 00:00:00+00:00,FM,Fire,CEDAR CREEK FIRE,10,Oregon,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,January 2023,2023
5543,2024-10-30 00:00:00+00:00,FM,Fire,EUCHEE CREEK FIRE,6,Oklahoma,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,October 2024,2024
4780,2024-05-15 00:00:00+00:00,DR,Flood,SEVERE STORMS AND FLOODING,1,Massachusetts,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,May 2024,2024
4376,2018-07-02 00:00:00+00:00,DR,Flood,SEVERE STORM AND FLOODING,3,Maryland,Open,,,569600.0,127850.0,108765.0,0.0,0.0,0.0,332985.0,0.0,July 2018,2018
4022,2011-09-01 00:00:00+00:00,DR,Hurricane,TROPICAL STORM IRENE,1,Vermont,Open,,,25843880.95,1212170.46,1487644.83,21464342.66,0.0,0.0,1679723.0,0.0,September 2011,2011
5500,2024-06-25 00:00:00+00:00,FM,Fire,DARLENE 3 FIRE,10,Oregon,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,June 2024,2024
1540,2004-08-26 00:00:00+00:00,DR,Fire,WILDLAND FIRE,9,Nevada,Closed,2013-04-30T00:00:00.000Z,,533754.0,36310.0,50352.0,271044.0,8405.0,12538.0,155105.0,0.0,August 2004,2004
5320,2020-07-12 00:00:00+00:00,FM,Fire,ROAD 11 FIRE,10,Washington,Open,,,3894518.8,95141.42,0.0,3365560.28,0.0,0.0,226722.77,5.0,July 2020,2020
5282,2019-06-28 00:00:00+00:00,FM,Fire,SHOVEL CREEK FIRE,10,Alaska,Open,,,378932.3,0.0,0.0,300150.0,0.0,0.0,58772.3,0.0,June 2019,2019
4344,2017-10-10 00:00:00+00:00,DR,Fire,WILDFIRES,9,California,Open,,,168625632.42,10699714.1,2466683.1,146140848.03,0.0,0.0,5803055.69,15.0,October 2017,2017
5461,2023-04-02 00:00:00+00:00,FM,Fire,"ECHO RIDGE FIRE, NM FMAG",6,New Mexico,Open,,,894778.8,83162.29,92250.0,713274.98,0.0,0.0,0.0,5.0,April 2023,2023
4240,2015-09-22 00:00:00+00:00,DR,Fire,VALLEY FIRE AND BUTTE FIRE,9,California,Open,,,56653008.79,1344880.71,1772031.73,51409138.82,0.0,0.0,2126957.53,0.0,September 2015,2015
1993,2011-06-10 00:00:00+00:00,DR,Flood,"SEVERE STORMS, FLOODING, TORNADOES, AND STRAIGHT-LINE WINDS",2,New York,Open,,,4693006.0,0.0,0.0,4435595.0,0.0,0.0,257411.0,0.0,June 2011,2011
4573,2020-12-10 00:00:00+00:00,DR,Hurricane,HURRICANE ZETA,4,Alabama,Open,,,1200661.5,0.0,0.0,1143648.78,0.0,0.0,0.0,15.0,December 2020,2020
4086,2012-10-30 00:00:00+00:00,DR,Hurricane,HURRICANE SANDY,2,New Jersey,Open,,,292658490.79,19493357.19,5367006.0,252616024.6,0.0,0.0,15182103.0,1.0,October 2012,2012
4098,2013-01-03 00:00:00+00:00,DR,Hurricane,SEVERE STORMS AND FLOODING DUE TO THE REMNANTS OF HURRICANE SANDY,5,Ohio,Closed,2020-09-30T00:00:00.000Z,,3763546.86,0.0,41700.0,3540692.86,0.0,0.0,181154.0,0.0,January 2013,2013
4272,2016-06-11 00:00:00+00:00,DR,Flood,SEVERE STORMS AND FLOODING,6,Texas,Open,,,7959685.54,475382.3,785325.02,6062379.22,0.0,0.0,636599.0,31.0,June 2016,2016
4683,2023-01-14 00:00:00+00:00,DR,Flood,"SEVERE WINTER STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",9,California,Open,,,17114909.67,0.0,7951515.92,4981349.25,0.0,0.0,3385479.21,47.0,January 2023,2023
5284,2019-07-22 00:00:00+00:00,FM,Fire,MUSEUM FIRE,9,Arizona,Open,,,31446.0,0.0,0.0,31446.0,0.0,0.0,0.0,0.0,July 2019,2019
4620,2021-09-13 00:00:00+00:00,DR,Flood,SEVERE STORMS AND FLOODING,9,Arizona,Open,,,34004.41,0.0,0.0,0.0,0.0,0.0,34004.41,4.0,September 2021,2021
4553,2020-07-09 00:00:00+00:00,DR,Flood,FLOODING,8,North Dakota,Open,,,1642978.92,86281.31,55161.29,1343955.82,0.0,0.0,157580.5,0.0,July 2020,2020
5474,2023-08-08 00:00:00+00:00,FM,Fire,KOHALA RANCH FIRE,9,Hawaii,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,August 2023,2023
5531,2024-08-22 00:00:00+00:00,FM,Fire,HOUSE DRAW FIRE,8,Wyoming,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,August 2024,2024
5247,2018-06-30 00:00:00+00:00,FM,Fire,CHATEAU FIRE,8,Colorado,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,June 2018,2018
5421,2021-12-15 00:00:00+00:00,FM,Fire,COBB FIRE,6,Oklahoma,Open,,,777501.0,16125.0,47812.5,577837.5,0.0,0.0,101726.0,1.0,December 2021,2021
4078,2012-08-22 00:00:00+00:00,DR,Fire,FREEDOM AND NOBLE WILDFIRES,6,Oklahoma,Closed,2019-06-10T00:00:00.000Z,,601235.07,49557.0,31634.0,509436.07,0.0,0.0,10608.0,0.0,August 2012,2012
1623,2006-01-10 00:00:00+00:00,DR,Fire,EXTREME WILDFIRE THREAT,6,Oklahoma,Closed,2010-10-26T00:00:00.000Z,,1519690.0,0.0,142500.0,1313816.0,26143.0,5160.0,32071.0,0.0,January 2006,2006
4722,2023-07-19 00:00:00+00:00,DR,Flood,SEVERE STORMS AND FLOODING,5,Minnesota,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,July 2023,2023
5482,2023-08-23 00:00:00+00:00,FM,Fire,TIGER ISLAND FIRE ,6,Louisiana,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,August 2023,2023
4393,2018-09-14 00:00:00+00:00,DR,Hurricane,HURRICANE FLORENCE,4,North Carolina,Open,,,109126710.95,8991932.55,0.0,91288493.64,0.0,0.0,6108128.42,1.0,September 2018,2018
4463,2019-09-23 00:00:00+00:00,DR,Flood,SEVERE STORMS AND FLOODING,8,South Dakota,Open,,,1598516.3,61410.0,0.0,1344564.98,0.0,0.0,187463.0,0.0,September 2019,2019
4400,2018-10-14 00:00:00+00:00,DR,Hurricane,HURRICANE MICHAEL,4,Georgia,Open,,,34636000.19,2162993.25,1194319.69,29895347.25,0.0,0.0,1086102.0,7.0,October 2018,2018
1846,2009-06-19 00:00:00+00:00,DR,Fire,WILDFIRES,6,Oklahoma,Closed,2018-08-31T00:00:00.000Z,,198355.0,0.0,0.0,184039.0,0.0,0.0,14316.0,0.0,June 2009,2009
5532,2024-09-02 00:00:00+00:00,FM,Fire,COPPERFIELD FIRE,10,Oregon,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,September 2024,2024
5467,2023-07-03 00:00:00+00:00,FM,Fire,TUNNEL FIVE FIRE,10,Washington,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,July 2023,2023
4671,2022-09-21 00:00:00+00:00,DR,Hurricane,HURRICANE FIONA,2,Puerto Rico,Open,,,3251341.69,0.0,0.0,3124121.32,0.0,0.0,0.0,9.0,September 2022,2022
5117,2015-11-11 00:00:00+00:00,FM,Fire,DLD FIRE COMPLEX,6,Oklahoma,Closed,2022-04-22T00:00:00.000Z,,303514.37,0.0,23159.86,264446.87,0.0,0.0,15907.64,0.0,November 2015,2015
5491,2024-04-06 00:00:00+00:00,FM,Fire,57 FIRE,6,Oklahoma,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,April 2024,2024
4055,2012-03-02 00:00:00+00:00,DR,Flood,"SEVERE WINTER STORM, FLOODING, LANDSLIDES, AND MUDSLIDES",10,Oregon,Closed,2019-08-13T00:00:00.000Z,,3032978.0,111662.0,208221.0,2567501.0,0.0,0.0,145594.0,0.0,March 2012,2012
5256,2018-07-19 00:00:00+00:00,FM,Fire,GARNER FIRE COMPLEX,10,Oregon,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,July 2018,2018
5478,2023-08-09 00:00:00+00:00,FM,Fire,MAUNA KEA BEACH FIRE,9,Hawaii,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,August 2023,2023
5476,2023-08-09 00:00:00+00:00,FM,Fire,UPCOUNTRY FIRE,9,Hawaii,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,August 2023,2023
5477,2023-08-09 00:00:00+00:00,FM,Fire,PULEHU FIRE,9,Hawaii,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,August 2023,2023
5475,2023-08-09 00:00:00+00:00,FM,Fire,LAHAINA FIRE,9,Hawaii,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,August 2023,2023
5255,2018-07-18 00:00:00+00:00,FM,Fire,SUBSTATION FIRE,10,Oregon,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,July 2018,2018
4280,2016-09-28 00:00:00+00:00,DR,Hurricane,HURRICANE HERMINE,4,Florida,Open,,,8318029.79,975000.0,0.0,6728957.8,0.0,0.0,614071.99,0.0,September 2016,2016
5265,2018-08-02 00:00:00+00:00,FM,Fire,SOUTH VALLEY FIRE,10,Oregon,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,August 2018,2018
5456,2022-10-17 00:00:00+00:00,FM,Fire,NAKIA CREEK FIRE,10,Washington,Open,,,609342.18,79800.0,238125.0,56778.75,0.0,0.0,216398.43,10.0,October 2022,2022
4424,2019-04-08 00:00:00+00:00,DR,Flood,"SEVERE STORMS, FLOODING, AND LANDSLIDES",5,Ohio,Open,,,9186081.86,0.0,127662.85,8125158.61,0.0,0.0,620251.13,0.0,April 2019,2019
4273,2016-06-25 00:00:00+00:00,DR,Flood,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",3,West Virginia,Open,,,36132437.24,2256523.03,13678.36,32269007.1,0.0,0.0,1593228.75,0.0,June 2016,2016
5281,2019-03-08 00:00:00+00:00,FM,Fire,IRONWORKS FIRE,6,New Mexico,Open,,,525662.15,0.0,0.0,452846.25,0.0,0.0,44079.9,0.0,March 2019,2019
5425,2022-03-05 00:00:00+00:00,FM,Fire,COTTONWOOD FIRE COMPLEX,7,Kansas,Open,,,522642.15,3922.5,0.0,494744.65,0.0,0.0,23975.0,0.0,March 2022,2022
4346,2017-10-16 00:00:00+00:00,DR,Hurricane,HURRICANE IRMA,4,South Carolina,Open,,,3600906.57,142347.27,332174.58,2712566.32,0.0,0.0,413818.4,0.0,October 2017,2017
4339,2017-09-20 00:00:00+00:00,DR,Hurricane,HURRICANE MARIA,2,Puerto Rico,Open,,,458078967.26,148000575.0,14921528.4,230397066.01,0.0,0.0,52269463.0,181.0,September 2017,2017
4805,2024-07-23 00:00:00+00:00,DR,Flood,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",2,Puerto Rico,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,July 2024,2024
4446,2019-06-17 00:00:00+00:00,DR,Flood,SEVERE STORMS AND FLOODING,7,Nebraska,Closed,2023-01-05T00:00:00.000Z,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,June 2019,2019
5313,2020-06-20 00:00:00+00:00,FM,Fire,BUSH FIRE,9,Arizona,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,June 2020,2020
4332,2017-08-25 00:00:00+00:00,DR,Hurricane,HURRICANE HARVEY,6,Texas,Open,,,477603744.77,19069722.21,7376038.53,407512204.38,0.0,0.0,31276891.39,149.0,August 2017,2017
4116,2013-05-10 00:00:00+00:00,DR,Flood,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",5,Illinois,Open,,,25071728.27,126310.0,719331.56,22790067.02,0.0,0.0,1436019.69,0.0,May 2013,2013
5483,2023-08-24 00:00:00+00:00,FM,Fire,LIBERTY FIRE,10,Oregon,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,August 2023,2023
1754,2008-05-09 00:00:00+00:00,DR,Flood,"SEVERE STORMS, TORNADOES, AND FLOODING",6,Oklahoma,Closed,2013-08-07T00:00:00.000Z,,75650.0,0.0,66000.0,0.0,0.0,0.0,9650.0,0.0,May 2008,2008
5442,2022-06-26 00:00:00+00:00,FM,Fire,CLEAR FIRE,10,Alaska,Open,,,101726.79,0.0,0.0,0.0,0.0,0.0,101726.79,2.0,June 2022,2022
4441,2019-06-08 00:00:00+00:00,DR,Flood,SEVERE STORMS AND FLOODING,6,Arkansas,Open,,,7399827.03,0.0,193206.54,6378902.87,0.0,0.0,484030.0,3.0,June 2019,2019
4394,2018-09-16 00:00:00+00:00,DR,Hurricane,HURRICANE FLORENCE,4,South Carolina,Open,,,14664578.67,452132.25,862572.82,12345554.77,0.0,0.0,833066.52,2.0,September 2018,2018
4836,2024-10-16 00:00:00+00:00,DR,Flood,FLOODING,10,Alaska,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,October 2024,2024
4290,2016-11-02 00:00:00+00:00,DR,Flood,SEVERE STORMS AND FLOODING,5,Minnesota,Closed,2024-06-04T00:00:00.000Z,,877789.96,68831.0,2120.0,737782.96,0.0,0.0,69056.0,0.0,November 2016,2016
5344,2020-09-02 00:00:00+00:00,FM,Fire,BOBCAT FIRE,8,Montana,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,September 2020,2020
4559,2020-08-28 00:00:00+00:00,DR,Hurricane,HURRICANE LAURA,6,Louisiana,Open,,,92733087.11,1620000.0,5138533.73,75279590.32,0.0,0.0,7348164.0,73.0,August 2020,2020
5345,2020-09-03 00:00:00+00:00,FM,Fire,SNIDER/RICE FIRE COMPLEX,8,Montana,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,September 2020,2020
5346,2020-09-05 00:00:00+00:00,FM,Fire,BRIDGER FOOTHILLS FIRE,8,Montana,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,September 2020,2020
4579,2021-01-12 00:00:00+00:00,DR,Hurricane,TROPICAL STORM ZETA,4,Georgia,Open,,,2025929.76,105021.29,0.0,1905677.72,0.0,0.0,0.0,2.0,January 2021,2021
1786,2008-09-02 00:00:00+00:00,DR,Hurricane,HURRICANE GUSTAV ,6,Louisiana,Open,,,184836576.52,21123204.0,163971.0,152543420.52,0.0,0.0,11005981.0,0.0,September 2008,2008
5527,2024-08-02 00:00:00+00:00,FM,Fire,MILE MARKER 132 FIRE,10,Oregon,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,August 2024,2024
4576,2020-12-31 00:00:00+00:00,DR,Hurricane,HURRICANE ZETA,4,Mississippi,Open,,2022-05-21T00:00:00.000Z,2547709.04,1048067.32,0.0,1119994.22,0.0,0.0,365204.99,16.0,December 2020,2020
4570,2020-10-16 00:00:00+00:00,DR,Hurricane,HURRICANE DELTA ,6,Louisiana,Open,,,5788941.96,887511.0,767011.5,3093491.07,0.0,0.0,799872.0,8.0,October 2020,2020
4349,2017-11-16 00:00:00+00:00,DR,Hurricane,HURRICANE NATE,4,Alabama,Closed,2024-03-27T00:00:00.000Z,,1992228.02,35585.25,22500.0,1613371.77,0.0,0.0,222861.0,0.0,November 2017,2017
4617,2021-09-08 00:00:00+00:00,DR,Hurricane,REMNANTS OF TROPICAL STORM FRED,4,North Carolina,Open,,,6173994.66,295627.5,0.0,5669403.16,0.0,0.0,182464.0,2.0,September 2021,2021
4342,2017-10-07 00:00:00+00:00,DR,Flood,FLOODING,10,Idaho,Open,,,432383.22,0.0,0.0,412217.22,0.0,0.0,20166.0,0.0,October 2017,2017
4020,2011-08-31 00:00:00+00:00,DR,Hurricane,HURRICANE IRENE,2,New York,Closed,2023-05-04T00:00:00.000Z,,64309784.84,5932500.0,1535605.5,54230393.77,0.0,0.0,2611285.57,0.0,August 2011,2011
4454,2019-07-17 00:00:00+00:00,DR,Flood,SEVERE STORMS AND FLOODING,6,Texas,Open,,,586757.24,0.0,56975.25,264366.67,0.0,0.0,247695.32,3.0,July 2019,2019
5092,2015-07-31 00:00:00+00:00,FM,Fire,STOUTS CREEK FIRE,10,Oregon,Closed,2022-01-31T00:00:00.000Z,,459594.0,22000.0,0.0,418950.5,0.0,0.0,18643.5,0.0,July 2015,2015
4676,2022-10-14 00:00:00+00:00,DR,Flood,SEVERE STORM AND FLOODING,5,Illinois,Open,,,169782.86,0.0,0.0,0.0,0.0,0.0,169782.86,5.0,October 2022,2022
5096,2015-08-09 00:00:00+00:00,FM,Fire,KRAUSS LANE FIRE,10,Oregon,Closed,2022-02-04T00:00:00.000Z,,37539.8,22050.0,0.0,0.0,0.0,0.0,15489.8,0.0,August 2015,2015
5097,2015-08-13 00:00:00+00:00,FM,Fire,CORNET AND WINDY RIDGE FIRE COMPLEX,10,Oregon,Closed,2022-03-22T00:00:00.000Z,,39142.24,14264.64,0.0,6257.0,0.0,0.0,18620.6,0.0,August 2015,2015
4562,2020-09-15 00:00:00+00:00,DR,Fire,WILDFIRES AND STRAIGHT-LINE WINDS,10,Oregon,Open,,,44079599.79,1748766.33,2024555.42,34709336.07,0.0,0.0,3636649.78,12.0,September 2020,2020
5107,2015-08-21 00:00:00+00:00,FM,Fire,GRIZZLY BEAR FIRE COMPLEX,10,Oregon,Closed,2021-12-21T00:00:00.000Z,,14435.4,0.0,0.0,0.0,0.0,0.0,14435.4,0.0,August 2015,2015
5114,2015-09-14 00:00:00+00:00,FM,Fire,DRY GULCH FIRE,10,Oregon,Open,,,30157.16,9925.5,0.0,1500.0,0.0,0.0,18731.66,0.0,September 2015,2015
4099,2013-01-10 00:00:00+00:00,DR,Hurricane,HURRICANE SANDY,3,Pennsylvania,Closed,2018-04-10T00:00:00.000Z,,1641227.0,89250.0,120976.0,1338673.0,0.0,0.0,92328.0,0.0,January 2013,2013
4025,2011-09-03 00:00:00+00:00,DR,Hurricane,HURRICANE IRENE,3,Pennsylvania,Closed,2018-11-15T00:00:00.000Z,,9303493.0,289019.0,0.0,8465937.0,0.0,0.0,548537.0,0.0,September 2011,2011
4030,2011-09-12 00:00:00+00:00,DR,Flood,TROPICAL STORM LEE,3,Pennsylvania,Closed,2018-11-07T00:00:00.000Z,,32923328.7,1237516.0,563045.0,29255418.0,0.0,0.0,1867349.7,0.0,September 2011,2011
5385,2021-04-08 00:00:00+00:00,FM,Fire,MARGO FIRE,9,Arizona,Open,,,1752249.0,0.0,0.0,1752249.0,0.0,0.0,0.0,0.0,April 2021,2021
4040,2011-10-18 00:00:00+00:00,DR,Hurricane,TROPICAL STORM MARIA,2,Puerto Rico,Closed,2017-12-20T00:00:00.000Z,,86362.0,11544.0,0.0,63397.0,0.0,0.0,11421.0,0.0,October 2011,2011
4718,2023-07-06 00:00:00+00:00,DR,Flood,FLOODING,8,South Dakota,Open,,,341795.52,0.0,0.0,185250.0,0.0,0.0,144545.52,11.0,July 2023,2023
4615,2021-09-05 00:00:00+00:00,DR,Hurricane,REMNANTS OF HURRICANE IDA,2,New York,Open,,,22061679.55,0.0,0.0,17158542.3,0.0,0.0,4179472.0,2.0,September 2021,2021
5308,2020-05-07 00:00:00+00:00,FM,Fire,MUSSETT BAYOU FIRE,4,Florida,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,May 2020,2020
5434,2022-04-19 00:00:00+00:00,FM,Fire, TUNNEL 2 FIRE,9,Arizona,Open,,,126226.0,117981.0,0.0,0.0,0.0,0.0,0.0,3.0,April 2022,2022
4461,2019-09-19 00:00:00+00:00,DR,Flood,SEVERE STORMS AND FLOODING,5,Illinois,Open,,,5095861.63,534250.0,654478.71,2231459.65,0.0,0.0,1494876.58,19.0,September 2019,2019
4659,2022-07-13 00:00:00+00:00,DR,Flood,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",5,Minnesota,Open,,,2990927.09,43088.25,116352.75,2424398.48,0.0,0.0,407087.61,1.0,July 2022,2022
4414,2019-02-01 00:00:00+00:00,DR,Flood,SEVERE STORMS AND FLOODING,5,Minnesota,Open,,,1252417.77,0.0,0.0,1104469.77,0.0,0.0,147948.0,0.0,February 2019,2019
5382,2020-11-17 00:00:00+00:00,FM,Fire,PINEHAVEN FIRE,9,Nevada,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,November 2020,2020
5197,2017-08-17 00:00:00+00:00,FM,Fire,LOLO PEAK FIRE,8,Montana,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,August 2017,2017
4621,2021-09-29 00:00:00+00:00,DR,Flood,SEVERE STORM AND FLOODING,1,Vermont,Open,,,909006.0,0.0,0.0,872631.0,0.0,0.0,36375.0,0.0,September 2021,2021
5161,2016-11-11 00:00:00+00:00,FM,Fire,PARTY ROCK FIRE,4,North Carolina,Open,,,855250.57,29789.57,0.0,770220.0,0.0,0.0,55241.0,0.0,November 2016,2016
5229,2017-12-13 00:00:00+00:00,FM,Fire,LEGION LAKE FIRE,8,South Dakota,Open,,,891580.19,21827.95,58500.0,769686.46,0.0,0.0,41565.78,0.0,December 2017,2017
4338,2017-09-15 00:00:00+00:00,DR,Hurricane,HURRICANE IRMA,4,Georgia,Open,,,15805767.83,1261299.75,1150899.59,12947087.01,0.0,0.0,251771.0,3.0,September 2017,2017
